date,star_change,fork_change
2017/09/22  0:00,46.0,2.0
2017/09/23  0:00,29.0,11.0
2017/09/24  0:00,49.0,12.0
2017/09/25  0:00,53.0,1.0
2017/09/26  0:00,35.0,6.0
2017/09/27  0:00,76.0,14.0
2017/09/28  0:00,66.0,17.0
2017/09/29  0:00,31.0,5.0
2017/09/30  0:00,38.0,16.0
2017/10/01  0:00,28.0,1.0
2017/10/02  0:00,22.0,-2.0
2017/10/03  0:00,64.0,9.0
2017/10/04  0:00,22.0,2.0
2017/10/05  0:00,84.0,15.0
2017/10/06  0:00,64.0,8.0
2017/10/08  0:00,93.0,15.0
2017/10/09  0:00,81.0,14.0
2017/10/10  0:00,41.0,7.0
2017/10/11  0:00,203.0,24.0
2017/10/12  0:00,152.0,9.0
2017/10/13  0:00,147.0,22.0
2017/10/14  0:00,51.0,9.0
2017/10/15  0:00,101.0,3.0
2017/10/16  0:00,88.0,4.0
2017/10/17  0:00,108.0,7.0
2017/10/18  0:00,171.0,7.0
2017/10/19  0:00,132.0,13.0
2017/10/20  0:00,79.0,5.0
2017/10/21  0:00,33.0,12.0
2017/10/22  0:00,76.0,12.0
2017/10/23  0:00,75.0,6.0
2017/10/24  0:00,71.0,19.0
2017/10/25  0:00,98.0,10.0
2017/10/26  0:00,74.0,13.0
2017/10/27  0:00,76.0,12.0
2017/10/28  0:00,36.0,3.0
2017/10/29  0:00,88.0,15.0
2017/10/30  0:00,44.0,3.0
2017/10/31  0:00,61.0,8.0
2017/11/01  0:00,244.0,22.0
2017/11/02  0:00,109.0,10.0
2017/11/03  0:00,97.0,23.0
2017/11/04  0:00,32.0,6.0
2017/11/05  0:00,54.0,8.0
2017/11/06  0:00,66.0,5.0
2017/11/07  0:00,84.0,8.0
2017/11/08  0:00,110.0,13.0
2017/11/09  0:00,179.0,19.0
2017/11/10  0:00,129.0,10.0
2017/11/11  0:00,47.0,15.0
2017/11/12  0:00,89.0,11.0
2017/11/13  0:00,89.0,6.0
2017/11/14  0:00,79.0,9.0
2017/11/15  0:00,96.0,10.0
2017/11/16  0:00,99.0,5.0
2017/11/17  0:00,102.0,18.0
2017/11/18  0:00,65.0,11.0
2017/11/19  0:00,61.0,14.0
2017/11/20  0:00,115.0,8.0
2017/11/21  0:00,80.0,13.0
2017/11/22  0:00,111.0,13.0
2017/11/23  0:00,74.0,7.0
2017/11/24  0:00,119.0,10.0
2017/11/25  0:00,30.0,3.0
2017/11/26  0:00,53.0,6.0
2017/11/27  0:00,50.0,3.0
2017/11/28  0:00,61.0,13.0
2017/11/29  0:00,45.0,12.0
2017/11/30  0:00,77.0,12.0
2017/12/01  0:00,74.0,9.0
2017/12/02  0:00,58.0,10.0
2017/12/03  0:00,39.0,8.0
2017/12/04  0:00,35.0,5.0
2017/12/05  0:00,83.0,11.0
2017/12/06  0:00,73.0,17.0
2017/12/07  0:00,34.0,7.0
2017/12/08  0:00,77.0,18.0
2017/12/09  0:00,45.0,5.0
2017/12/10  0:00,17.0,4.0
2017/12/11  0:00,71.0,16.0
2017/12/12  0:00,78.0,13.0
2017/12/13  0:00,89.0,16.0
2017/12/14  0:00,93.0,4.0
2017/12/15  0:00,61.0,4.0
2017/12/17  0:00,112.0,14.0
2017/12/18  0:00,67.0,9.0
2017/12/19  0:00,68.0,6.0
2017/12/20  0:00,72.0,3.0
2017/12/21  0:00,98.0,12.0
2017/12/22  0:00,59.0,6.0
2017/12/23  0:00,43.0,5.0
2017/12/24  0:00,13.0,3.0
2017/12/25  0:00,27.0,4.0
2017/12/26  0:00,58.0,10.0
2017/12/27  0:00,94.0,9.0
2017/12/28  0:00,42.0,2.0
2017/12/29  0:00,67.0,4.0
2017/12/30  0:00,16.0,3.0
2017/12/31  0:00,11.0,4.0
2018/01/01  0:00,26.0,2.0
2018/01/02  0:00,52.0,9.0
2018/01/03  0:00,65.0,9.0
2018/01/04  0:00,48.0,2.0
2018/01/05  0:00,40.0,6.0
2018/01/06  0:00,30.0,5.0
2018/01/07  0:00,14.0,0.0
2018/01/08  0:00,61.0,15.0
2018/01/09  0:00,89.0,16.0
2018/01/10  0:00,89.0,6.0
2018/01/11  0:00,105.0,10.0
2018/01/12  0:00,47.0,9.0
2018/01/13  0:00,68.0,9.0
2018/01/14  0:00,33.0,-1.0
2018/01/15  0:00,92.0,5.0
2018/01/16  0:00,93.0,8.0
2018/01/17  0:00,88.0,13.0
2018/01/18  0:00,81.0,7.0
2018/01/19  0:00,68.0,17.0
2018/01/20  0:00,43.0,10.0
2018/01/21  0:00,32.0,5.0
2018/01/22  0:00,75.0,16.0
2018/01/23  0:00,61.0,6.0
2018/01/24  0:00,70.0,9.0
2018/01/25  0:00,74.0,10.0
2018/01/26  0:00,50.0,2.0
2018/01/27  0:00,53.0,11.0
2018/01/28  0:00,115.0,14.0
2018/01/29  0:00,84.0,10.0
2018/01/30  0:00,56.0,4.0
2018/01/31  0:00,70.0,12.0
2018/02/01  0:00,83.0,12.0
2018/02/02  0:00,62.0,15.0
2018/02/03  0:00,22.0,7.0
2018/02/04  0:00,50.0,6.0
2018/02/05  0:00,87.0,13.0
2018/02/06  0:00,36.0,8.0
2018/02/07  0:00,125.0,18.0
2018/02/08  0:00,81.0,31.0
2018/02/09  0:00,94.0,11.0
2018/02/10  0:00,42.0,5.0
2018/02/11  0:00,63.0,20.0
2018/02/12  0:00,69.0,11.0
2018/02/13  0:00,63.0,4.0
2018/02/14  0:00,61.0,15.0
2018/02/15  0:00,81.0,15.0
2018/02/16  0:00,59.0,13.0
2018/02/17  0:00,58.0,4.0
2018/02/18  0:00,35.0,7.0
2018/02/19  0:00,68.0,6.0
2018/02/20  0:00,51.0,2.0
2018/02/21  0:00,61.0,9.0
2018/02/22  0:00,49.0,11.0
2018/02/23  0:00,67.0,10.0
2018/02/24  0:00,49.0,2.0
2018/02/25  0:00,65.0,11.0
2018/02/26  0:00,59.0,9.0
2018/02/27  0:00,86.0,11.0
2018/02/28  0:00,84.0,6.0
2018/03/01  0:00,64.0,8.0
2018/03/02  0:00,60.0,5.0
2018/03/03  0:00,37.0,8.0
2018/03/04  0:00,32.0,4.0
2018/03/05  0:00,67.0,4.0
2018/03/06  0:00,60.0,12.0
2018/03/07  0:00,70.0,5.0
2018/03/08  0:00,107.0,13.0
2018/03/09  0:00,86.0,3.0
2018/03/10  0:00,49.0,5.0
2018/03/11  0:00,40.0,3.0
2018/03/12  0:00,53.0,8.0
2018/03/13  0:00,88.0,19.0
2018/03/14  0:00,59.0,9.0
2018/03/15  0:00,124.0,12.0
2018/03/16  0:00,47.0,5.0
2018/03/17  0:00,52.0,6.0
2018/03/18  0:00,51.0,6.0
2018/03/19  0:00,70.0,0.0
2018/03/20  0:00,76.0,6.0
2018/03/21  0:00,85.0,4.0
2018/03/22  0:00,88.0,9.0
2018/03/23  0:00,39.0,-2.0
2018/03/24  0:00,34.0,8.0
2018/03/25  0:00,57.0,10.0
2018/03/26  0:00,55.0,5.0
2018/03/27  0:00,96.0,11.0
2018/03/28  0:00,72.0,15.0
2018/03/29  0:00,40.0,14.0
2018/03/30  0:00,42.0,7.0
2018/03/31  0:00,71.0,9.0
2018/04/02  0:00,77.0,25.0
2018/04/03  0:00,57.0,9.0
2018/04/04  0:00,22.0,1.0
2018/04/05  0:00,79.0,14.0
2018/04/06  0:00,62.0,8.0
2018/04/07  0:00,59.0,4.0
2018/04/08  0:00,62.0,3.0
2018/04/09  0:00,118.0,14.0
2018/04/10  0:00,71.0,4.0
2018/04/11  0:00,117.0,7.0
2018/04/12  0:00,89.0,5.0
2018/04/13  0:00,52.0,7.0
2018/04/14  0:00,43.0,12.0
2018/04/15  0:00,50.0,10.0
2018/04/16  0:00,79.0,10.0
2018/04/17  0:00,87.0,7.0
2018/04/18  0:00,72.0,4.0
2018/04/19  0:00,61.0,4.0
2018/04/20  0:00,37.0,4.0
2018/04/21  0:00,62.0,8.0
2018/04/22  0:00,45.0,5.0
2018/04/23  0:00,47.0,2.0
2018/04/24  0:00,80.0,9.0
2018/04/25  0:00,79.0,12.0
2018/04/26  0:00,67.0,8.0
2018/04/27  0:00,36.0,4.0
2018/04/28  0:00,39.0,4.0
2018/04/29  0:00,36.0,4.0
2018/04/30  0:00,57.0,7.0
2018/05/01  0:00,40.0,9.0
2018/05/02  0:00,75.0,10.0
2018/05/03  0:00,58.0,0.0
2018/05/04  0:00,64.0,18.0
2018/05/05  0:00,33.0,8.0
2018/05/06  0:00,25.0,9.0
2018/05/07  0:00,60.0,10.0
2018/05/08  0:00,98.0,4.0
2018/05/09  0:00,88.0,10.0
2018/05/10  0:00,76.0,13.0
2018/05/11  0:00,88.0,10.0
2018/05/12  0:00,27.0,7.0
2018/05/13  0:00,71.0,5.0
2018/05/14  0:00,49.0,5.0
2018/05/15  0:00,76.0,13.0
2018/05/16  0:00,74.0,10.0
2018/05/17  0:00,64.0,6.0
2018/05/18  0:00,232.0,10.0
2018/05/19  0:00,180.0,4.0
2018/05/20  0:00,123.0,9.0
2018/05/21  0:00,111.0,8.0
2018/05/22  0:00,73.0,-3.0
2018/05/23  0:00,56.0,13.0
2018/05/24  0:00,54.0,8.0
2018/05/25  0:00,74.0,5.0
2018/05/26  0:00,39.0,6.0
2018/05/27  0:00,34.0,8.0
2018/05/28  0:00,55.0,13.0
2018/05/29  0:00,59.0,7.0
2018/05/30  0:00,71.0,8.0
2018/05/31  0:00,20.0,2.0
2018/06/01  0:00,72.0,7.0
2018/06/02  0:00,41.0,6.0
2018/06/03  0:00,119.0,3.0
2018/06/04  0:00,337.0,30.0
2018/06/05  0:00,249.0,20.0
2018/06/06  0:00,229.0,20.0
2018/06/07  0:00,163.0,23.0
2018/06/08  0:00,113.0,14.0
2018/06/09  0:00,12.0,3.0
2018/06/10  0:00,144.0,4.0
2018/06/11  0:00,123.0,7.0
2018/06/12  0:00,117.0,13.0
2018/06/13  0:00,127.0,9.0
2018/06/14  0:00,114.0,16.0
2018/06/15  0:00,109.0,5.0
2018/06/16  0:00,90.0,11.0
2018/06/17  0:00,58.0,8.0
2018/06/18  0:00,77.0,8.0
2018/06/19  0:00,105.0,8.0
2018/06/20  0:00,73.0,13.0
2018/06/21  0:00,58.0,6.0
2018/06/22  0:00,59.0,2.0
2018/06/24  0:00,113.0,12.0
2018/06/25  0:00,61.0,9.0
2018/06/26  0:00,72.0,14.0
2018/06/27  0:00,72.0,10.0
2018/06/28  0:00,60.0,4.0
2018/06/29  0:00,63.0,9.0
2018/06/30  0:00,27.0,4.0
2018/07/01  0:00,64.0,11.0
2018/07/02  0:00,53.0,6.0
2018/07/03  0:00,61.0,11.0
2018/07/04  0:00,70.0,10.0
2018/07/05  0:00,69.0,10.0
2018/07/06  0:00,49.0,7.0
2018/07/09  0:00,162.0,17.0
2018/07/10  0:00,61.0,7.0
2018/07/11  0:00,102.0,8.0
2018/07/12  0:00,68.0,11.0
2018/07/13  0:00,82.0,9.0
2018/07/14  0:00,40.0,4.0
2018/07/15  0:00,42.0,7.0
2018/07/16  0:00,44.0,-1.0
2018/07/17  0:00,39.0,2.0
2018/07/18  0:00,83.0,6.0
2018/07/19  0:00,72.0,0.0
2018/07/20  0:00,72.0,15.0
2018/07/22  0:00,62.0,14.0
2018/07/23  0:00,42.0,19.0
2018/07/24  0:00,52.0,1.0
2018/07/25  0:00,51.0,11.0
2018/07/26  0:00,73.0,8.0
2018/07/27  0:00,90.0,8.0
2018/07/28  0:00,58.0,3.0
2018/07/29  0:00,32.0,-1.0
2018/07/30  0:00,142.0,16.0
2018/07/31  0:00,130.0,8.0
2018/08/01  0:00,127.0,11.0
2018/08/02  0:00,92.0,4.0
2018/08/03  0:00,80.0,3.0
2018/08/04  0:00,64.0,3.0
2018/08/05  0:00,68.0,2.0
2018/08/06  0:00,97.0,7.0
2018/08/07  0:00,89.0,6.0
2018/08/08  0:00,99.0,8.0
2018/08/09  0:00,92.0,5.0
2018/08/10  0:00,34.0,3.0
2018/08/11  0:00,28.0,2.0
2018/08/12  0:00,64.0,6.0
2018/08/13  0:00,76.0,2.0
2018/08/14  0:00,67.0,5.0
2018/08/15  0:00,63.0,19.0
2018/08/16  0:00,56.0,7.0
2018/08/17  0:00,74.0,7.0
2018/08/18  0:00,17.0,1.0
2018/08/19  0:00,95.0,8.0
2018/08/20  0:00,36.0,3.0
2018/08/21  0:00,72.0,14.0
2018/08/22  0:00,59.0,8.0
2018/08/23  0:00,78.0,14.0
2018/08/24  0:00,89.0,3.0
2018/08/25  0:00,53.0,2.0
2018/08/26  0:00,60.0,4.0
2018/08/27  0:00,44.0,4.0
2018/08/28  0:00,129.0,23.0
2018/08/29  0:00,93.0,12.0
2018/08/30  0:00,54.0,10.0
2018/08/31  0:00,58.0,3.0
2018/09/01  0:00,27.0,6.0
2018/09/02  0:00,47.0,8.0
2018/09/03  0:00,31.0,4.0
2018/09/04  0:00,79.0,10.0
2018/09/05  0:00,76.0,8.0
2018/09/06  0:00,105.0,13.0
2018/09/07  0:00,75.0,15.0
2018/09/08  0:00,32.0,7.0
2018/09/09  0:00,63.0,11.0
2018/09/10  0:00,94.0,8.0
2018/09/11  0:00,87.0,7.0
2018/09/12  0:00,83.0,11.0
2018/09/13  0:00,92.0,18.0
2018/09/14  0:00,67.0,1.0
2018/09/15  0:00,22.0,0.0
2018/09/16  0:00,68.0,11.0
2018/09/17  0:00,73.0,10.0
2018/09/18  0:00,99.0,3.0
2018/09/19  0:00,70.0,9.0
2018/09/20  0:00,38.0,4.0
2018/09/21  0:00,40.0,6.0
2018/09/22  0:00,55.0,12.0
2018/09/23  0:00,36.0,6.0
2018/09/24  0:00,56.0,9.0
2018/09/25  0:00,62.0,6.0
2018/09/26  0:00,70.0,-1.0
2018/09/27  0:00,221.0,18.0
2018/09/28  0:00,192.0,13.0
2018/09/29  0:00,114.0,15.0
2018/09/30  0:00,97.0,15.0
2018/10/01  0:00,83.0,26.0
2018/10/02  0:00,104.0,25.0
2018/10/03  0:00,100.0,29.0
2018/10/04  0:00,70.0,22.0
2018/10/05  0:00,51.0,17.0
2018/10/06  0:00,46.0,10.0
2018/10/07  0:00,55.0,13.0
2018/10/08  0:00,92.0,23.0
2018/10/09  0:00,102.0,29.0
2018/10/10  0:00,80.0,17.0
2018/10/11  0:00,128.0,12.0
2018/10/12  0:00,68.0,12.0
2018/10/13  0:00,98.0,25.0
2018/10/14  0:00,72.0,20.0
2018/10/15  0:00,82.0,13.0
2018/10/16  0:00,86.0,18.0
2018/10/17  0:00,114.0,28.0
2018/10/18  0:00,169.0,34.0
2018/10/19  0:00,98.0,29.0
2018/10/20  0:00,51.0,13.0
2018/10/21  0:00,74.0,24.0
2018/10/22  0:00,72.0,15.0
2018/10/23  0:00,78.0,11.0
2018/10/24  0:00,88.0,13.0
2018/10/25  0:00,84.0,22.0
2018/10/26  0:00,51.0,9.0
2018/10/27  0:00,49.0,21.0
2018/10/28  0:00,52.0,15.0
2018/10/29  0:00,55.0,18.0
2018/10/30  0:00,75.0,22.0
2018/10/31  0:00,65.0,20.0
2018/11/01  0:00,41.0,-1.0
2018/11/02  0:00,62.0,8.0
2018/11/03  0:00,45.0,8.0
2018/11/04  0:00,27.0,2.0
2018/11/05  0:00,57.0,4.0
2018/11/06  0:00,85.0,6.0
2018/11/07  0:00,32.0,7.0
2018/11/08  0:00,78.0,17.0
2018/11/09  0:00,54.0,11.0
2018/11/10  0:00,47.0,4.0
2018/11/11  0:00,60.0,1.0
2018/11/12  0:00,38.0,6.0
2018/11/13  0:00,71.0,10.0
2018/11/14  0:00,71.0,16.0
2018/11/15  0:00,35.0,3.0
2018/11/16  0:00,81.0,6.0
2018/11/17  0:00,42.0,6.0
2018/11/18  0:00,91.0,13.0
2018/11/19  0:00,153.0,22.0
2018/11/20  0:00,31.0,0.0
2018/11/21  0:00,64.0,6.0
2018/11/22  0:00,45.0,7.0
2018/11/23  0:00,63.0,0.0
2018/11/24  0:00,33.0,8.0
2018/11/25  0:00,50.0,8.0
2018/11/26  0:00,47.0,8.0
2018/11/27  0:00,67.0,6.0
2018/11/28  0:00,56.0,16.0
2018/11/29  0:00,57.0,14.0
2018/11/30  0:00,61.0,6.0
2018/12/01  0:00,15.0,2.0
2018/12/02  0:00,65.0,10.0
2018/12/03  0:00,34.0,12.0
2018/12/04  0:00,54.0,7.0
2018/12/05  0:00,82.0,5.0
2018/12/06  0:00,52.0,14.0
2018/12/07  0:00,51.0,8.0
2018/12/08  0:00,27.0,6.0
2018/12/09  0:00,26.0,7.0
2018/12/10  0:00,101.0,19.0
2018/12/11  0:00,47.0,4.0
2018/12/12  0:00,107.0,13.0
2018/12/13  0:00,62.0,11.0
2018/12/14  0:00,72.0,6.0
2018/12/15  0:00,47.0,6.0
2018/12/16  0:00,42.0,12.0
2018/12/17  0:00,96.0,18.0
2018/12/18  0:00,79.0,13.0
2018/12/19  0:00,63.0,17.0
2018/12/20  0:00,53.0,9.0
2018/12/21  0:00,53.0,10.0
2018/12/22  0:00,23.0,6.0
2018/12/23  0:00,51.0,2.0
2018/12/25  0:00,63.0,11.0
2018/12/26  0:00,66.0,15.0
2018/12/27  0:00,48.0,14.0
2018/12/28  0:00,41.0,10.0
2018/12/29  0:00,27.0,6.0
2018/12/30  0:00,34.0,4.0
2018/12/31  0:00,42.0,8.0
2019/01/01  0:00,51.0,9.0
2019/01/02  0:00,69.0,12.0
2019/01/03  0:00,71.0,6.0
2019/01/04  0:00,31.0,4.0
2019/01/05  0:00,32.0,4.0
2019/01/06  0:00,59.0,2.0
2019/01/07  0:00,40.0,3.0
2019/01/08  0:00,119.0,7.0
2019/01/09  0:00,75.0,12.0
2019/01/10  0:00,49.0,4.0
2019/01/11  0:00,63.0,7.0
2019/01/12  0:00,63.0,1.0
2019/01/13  0:00,50.0,0.0
2019/01/14  0:00,75.0,2.0
2019/01/15  0:00,61.0,9.0
2019/01/16  0:00,42.0,7.0
2019/01/17  0:00,69.0,7.0
2019/01/18  0:00,54.0,8.0
2019/01/19  0:00,45.0,0.0
2019/01/20  0:00,71.0,12.0
2019/01/21  0:00,48.0,2.0
2019/01/22  0:00,73.0,15.0
2019/01/23  0:00,56.0,7.0
2019/01/24  0:00,50.0,10.0
2019/01/25  0:00,63.0,6.0
2019/01/26  0:00,33.0,4.0
2019/01/27  0:00,61.0,7.0
2019/01/28  0:00,54.0,8.0
2019/01/29  0:00,60.0,15.0
2019/01/30  0:00,49.0,6.0
2019/01/31  0:00,11.0,4.0
2019/02/01  0:00,95.0,10.0
2019/02/02  0:00,60.0,12.0
2019/02/03  0:00,28.0,3.0
2019/02/04  0:00,51.0,7.0
2019/02/05  0:00,49.0,5.0
2019/02/06  0:00,58.0,4.0
2019/02/07  0:00,114.0,5.0
2019/02/08  0:00,95.0,9.0
2019/02/09  0:00,60.0,6.0
2019/02/10  0:00,80.0,3.0
2019/02/11  0:00,51.0,7.0
2019/02/12  0:00,97.0,9.0
2019/02/13  0:00,78.0,12.0
2019/02/14  0:00,50.0,5.0
2019/02/15  0:00,90.0,18.0
2019/02/16  0:00,34.0,3.0
2019/02/17  0:00,48.0,13.0
2019/02/18  0:00,35.0,3.0
2019/02/19  0:00,98.0,16.0
2019/02/20  0:00,74.0,12.0
2019/02/21  0:00,47.0,9.0
2019/02/22  0:00,57.0,9.0
2019/02/23  0:00,37.0,5.0
2019/02/24  0:00,30.0,4.0
2019/02/25  0:00,60.0,14.0
2019/02/26  0:00,39.0,-2.0
2019/02/27  0:00,90.0,8.0
2019/02/28  0:00,55.0,5.0
2019/03/01  0:00,73.0,9.0
2019/03/02  0:00,50.0,4.0
2019/03/03  0:00,62.0,7.0
2019/03/04  0:00,64.0,7.0
2019/03/05  0:00,42.0,8.0
2019/03/06  0:00,125.0,14.0
2019/03/07  0:00,168.0,19.0
2019/03/08  0:00,165.0,17.0
2019/03/09  0:00,85.0,6.0
2019/03/10  0:00,106.0,8.0
2019/03/11  0:00,68.0,15.0
2019/03/12  0:00,116.0,15.0
2019/03/13  0:00,62.0,11.0
2019/03/14  0:00,149.0,20.0
2019/03/15  0:00,104.0,15.0
2019/03/16  0:00,69.0,14.0
2019/03/17  0:00,71.0,13.0
2019/03/18  0:00,71.0,16.0
2019/03/19  0:00,68.0,24.0
2019/03/20  0:00,74.0,7.0
2019/03/21  0:00,85.0,24.0
2019/03/22  0:00,61.0,11.0
2019/03/23  0:00,44.0,11.0
2019/03/24  0:00,70.0,10.0
2019/03/25  0:00,84.0,9.0
2019/03/26  0:00,68.0,7.0
2019/03/27  0:00,67.0,4.0
2019/03/28  0:00,81.0,11.0
2019/03/29  0:00,78.0,15.0
2019/03/30  0:00,60.0,16.0
2019/03/31  0:00,61.0,12.0
2019/04/01  0:00,78.0,19.0
2019/04/02  0:00,82.0,21.0
2019/04/03  0:00,42.0,15.0
2019/04/04  0:00,99.0,19.0
2019/04/05  0:00,31.0,8.0
2019/04/06  0:00,61.0,9.0
2019/04/07  0:00,28.0,10.0
2019/04/08  0:00,108.0,31.0
2019/04/09  0:00,89.0,28.0
2019/04/10  0:00,97.0,20.0
2019/04/11  0:00,95.0,24.0
2019/04/12  0:00,67.0,11.0
2019/04/13  0:00,77.0,20.0
2019/04/14  0:00,64.0,11.0
2019/04/15  0:00,93.0,15.0
2019/04/16  0:00,66.0,18.0
2019/04/17  0:00,62.0,6.0
2019/04/18  0:00,73.0,16.0
2019/04/19  0:00,66.0,19.0
2019/04/20  0:00,35.0,4.0
2019/04/21  0:00,60.0,11.0
2019/04/22  0:00,94.0,20.0
2019/04/23  0:00,70.0,19.0
2019/04/24  0:00,43.0,21.0
2019/04/25  0:00,67.0,17.0
2019/04/26  0:00,62.0,16.0
2019/04/27  0:00,9.0,4.0
2019/04/28  0:00,91.0,15.0
2019/04/29  0:00,53.0,15.0
2019/04/30  0:00,36.0,7.0
2019/05/01  0:00,52.0,5.0
2019/05/02  0:00,43.0,9.0
2019/05/03  0:00,96.0,16.0
2019/05/05  0:00,129.0,15.0
2019/05/06  0:00,72.0,17.0
2019/05/07  0:00,295.0,27.0
2019/05/08  0:00,151.0,13.0
2019/05/09  0:00,186.0,21.0
2019/05/10  0:00,82.0,8.0
2019/05/11  0:00,71.0,12.0
2019/05/12  0:00,94.0,17.0
2019/05/13  0:00,62.0,13.0
2019/05/14  0:00,106.0,20.0
2019/05/15  0:00,77.0,24.0
2019/05/16  0:00,66.0,16.0
2019/05/17  0:00,126.0,26.0
2019/05/18  0:00,54.0,8.0
2019/05/19  0:00,42.0,14.0
2019/05/20  0:00,97.0,19.0
2019/05/21  0:00,48.0,17.0
2019/05/22  0:00,95.0,20.0
2019/05/23  0:00,79.0,23.0
2019/05/24  0:00,53.0,11.0
2019/05/25  0:00,48.0,8.0
2019/05/26  0:00,59.0,19.0
2019/05/27  0:00,64.0,14.0
2019/05/28  0:00,100.0,23.0
2019/05/29  0:00,67.0,23.0
2019/05/30  0:00,94.0,14.0
2019/05/31  0:00,55.0,7.0
2019/06/01  0:00,52.0,9.0
2019/06/02  0:00,24.0,2.0
2019/06/03  0:00,101.0,13.0
2019/06/04  0:00,49.0,1.0
2019/06/05  0:00,77.0,9.0
2019/06/06  0:00,105.0,32.0
2019/06/07  0:00,69.0,12.0
2019/06/08  0:00,16.0,7.0
2019/06/09  0:00,80.0,10.0
2019/06/10  0:00,86.0,17.0
2019/06/11  0:00,68.0,12.0
2019/06/12  0:00,91.0,17.0
2019/06/13  0:00,87.0,16.0
2019/06/14  0:00,43.0,10.0
2019/06/15  0:00,29.0,8.0
